,host_name,neighbourhood_group,room_type,price,availability_365,reviews_per_month,Hotel_value
4758,Kathrine,2,Entire home/apt,316,6,0.49,322
4759,Michael,2,Entire home/apt,175,0,2.88,175
4760,Michael,3,Entire home/apt,97,0,0.65,97
4761,Paul,1,Entire home/apt,175,347,0.02,522
4763,Catherine,2,Private room,72,83,0.1,155
4764,Peter,2,Entire home/apt,175,0,1.41,175
4766,Paul,2,Entire home/apt,85,0,0.04,85
4767,Ben,1,Entire home/apt,150,188,1.0,338
4768,Hannah,2,Entire home/apt,225,179,4.21,404
4769,Julia,1,Private room,400,0,0.09,400
4770,Anna,2,Private room,125,0,0.3,125
4771,Julia,2,Entire home/apt,200,260,2.64,460
4775,Suzy,3,Entire home/apt,89,222,0.18,311
4776,David,1,Entire home/apt,165,0,0.41,165
4778,Paulina,2,Entire home/apt,285,110,1.47,395
4779,Hannah,2,Entire home/apt,150,0,0.44,150
4780,Arika,2,Private room,70,68,0.16,138
4781,Mor,1,Entire home/apt,300,365,0.05,665
4782,Reno,2,Entire home/apt,220,186,0.13,406
4784,Nadine,1,Entire home/apt,249,0,0.1,249
4786,Ivan,1,Private room,69,270,0.29,339
4787,Nicky,2,Entire home/apt,120,3,1.3,123
4788,Mario,1,Private room,69,271,1.05,340
4789,Ivan,1,Private room,54,187,0.34,241
4790,Ivan,1,Private room,50,177,0.39,227
4791,Ivan,1,Private room,51,258,0.33,309
4792,Thomas,1,Private room,99,0,0.58,99
4793,Nick,1,Entire home/apt,290,0,0.03,290
4795,Pat,4,Private room,49,240,1.87,289
4796,Michael,2,Entire home/apt,115,0,0.1,115
4797,Ayodele,2,Private room,78,0,0.99,78
4798,Janice,2,Entire home/apt,125,270,0.41,395
4799,Amy,1,Entire home/apt,135,13,3.69,148
4801,Brendon,1,Entire home/apt,205,0,0.16,205
4802,Judette,1,Entire home/apt,95,245,0.61,340
4803,Kip,2,Private room,55,15,3.7,70
4804,Carl,2,Private room,47,310,1.99,357
4805,Mordechai,1,Private room,39,12,0.82,51
4806,Craig,1,Entire home/apt,349,358,0.45,707
4807,Sabine,2,Entire home/apt,250,170,0.12,420
4808,Dee,1,Entire home/apt,290,41,1.53,331
4809,Allie,2,Private room,85,21,1.51,106
4810,Liz,2,Entire home/apt,170,0,0.02,170
4811,Stina,1,Entire home/apt,146,0,0.82,146
4812,Griffin,3,Entire home/apt,99,0,0.12,99
4813,Marta,2,Entire home/apt,150,18,0.42,168
4814,Blake,2,Entire home/apt,240,77,1.46,317
4815,Randall,2,Entire home/apt,500,365,0.8,865
4816,Steve,3,Private room,48,113,0.92,161
4817,Abigail,2,Entire home/apt,129,0,0.36,129
4818,Han,1,Entire home/apt,750,365,0.27,1115
4819,Lana,1,Entire home/apt,180,87,0.15,267
4820,FLora,3,Private room,70,342,0.09,412
4822,Laura,2,Entire home/apt,240,0,0.05,240
4823,Laura,2,Entire home/apt,100,0,0.17,100
4824,Gabi,1,Entire home/apt,122,339,0.12,461
4825,Geoffrey,1,Entire home/apt,400,0,0.36,400
4826,Pat,4,Private room,47,172,1.27,219
4827,Laura,2,Entire home/apt,140,4,0.2,144
4828,Anne,4,Private room,55,16,3.95,71
4829,Konstantino,2,Entire home/apt,110,0,0.05,110
4830,Lionel,2,Entire home/apt,175,365,0.02,540
4831,Arjun,1,Entire home/apt,80,0,0.18,80
4832,Sharon,1,Entire home/apt,150,0,0.07,150
4833,Kira,1,Entire home/apt,200,0,0.07,200
4834,Ana,2,Private room,50,0,0.03,50
4835,Jay,1,Private room,99,82,0.47,181
4836,Sarah,1,Private room,60,0,0.18,60
4837,Casey,1,Entire home/apt,225,49,2.73,274
4838,Elizabeth,1,Entire home/apt,175,0,0.08,175
4839,Daniel,2,Private room,60,313,0.26,373
4840,Julie,1,Entire home/apt,255,341,0.02,596
4841,Gaspard,2,Private room,75,0,0.07,75
4842,Jean-Cosme,2,Entire home/apt,190,0,0.03,190
4843,G,2,Entire home/apt,495,198,0.27,693
4844,Sasha,2,Entire home/apt,98,188,0.18,286
4847,Emilie,1,Entire home/apt,215,47,1.8,262
4848,David Jerome,2,Entire home/apt,200,0,0.12,200
4849,Amy,2,Entire home/apt,100,0,0.98,100
4852,Alexia,1,Entire home/apt,110,0,0.02,110
4853,Natasha,1,Entire home/apt,115,211,1.05,326
4854,Jonathon,1,Private room,75,0,0.05,75
4855,Richard,1,Entire home/apt,289,0,0.12,289
4856,Evgenia,1,Private room,95,263,3.31,358
4857,Jenny,1,Entire home/apt,197,8,4.83,205
4860,Mary,2,Entire home/apt,375,252,0.1,627
4861,"Lisa, Nancy & John",5,Private room,56,258,2.38,314
4862,Pablo,1,Entire home/apt,225,266,0.45,491
4863,C,1,Entire home/apt,70,0,0.02,70
4864,Mat,1,Entire home/apt,264,281,0.1,545
4865,Mat,1,Entire home/apt,199,365,0.19,564
4866,G,2,Entire home/apt,149,28,0.33,177
4867,Tom,2,Entire home/apt,142,306,2.8,448
4868,Tae,1,Entire home/apt,299,324,0.97,623
4869,Nicholas,2,Entire home/apt,50,0,0.25,50
4870,Asa,2,Entire home/apt,160,269,8.14,429
4871,Ala,2,Entire home/apt,127,2,2.34,129
4872,Michelle,2,Entire home/apt,110,0,0.85,110
4873,John,1,Private room,69,5,0.6,74
4874,Lionel,2,Entire home/apt,175,365,0.07,540
4875,Brian,1,Entire home/apt,179,0,1.18,179
4876,Taylor,2,Entire home/apt,144,85,0.84,229
4878,Parnell,1,Entire home/apt,150,0,0.02,150
4879,Tony,2,Entire home/apt,109,127,4.58,236
4881,Aleksandar,2,Entire home/apt,75,0,0.08,75
4882,William,1,Entire home/apt,135,0,0.05,135
4884,Petya,3,Private room,38,358,0.14,396
4885,Assiati,2,Entire home/apt,195,251,3.82,446
4886,Tom,1,Entire home/apt,146,223,1.52,369
4887,Paul,2,Entire home/apt,318,268,0.32,586
4889,Enrico,2,Entire home/apt,140,283,2.52,423
4890,Alex And Zeena,1,Private room,85,342,3.48,427
4891,Meghan,1,Entire home/apt,170,0,0.02,170
4892,Edvaldo,3,Private room,100,365,0.03,465
4893,Eddie,1,Entire home/apt,350,196,0.13,546
4894,Izzy,1,Entire home/apt,199,0,0.42,199
4895,Ligeia,2,Private room,77,188,0.29,265
4896,Nathan,1,Private room,80,0,0.03,80
4897,Richard,4,Private room,79,0,0.19,79
4898,Nicole,2,Private room,550,358,0.1,908
4899,Maria,2,Entire home/apt,155,17,0.12,172
4900,Brooks,1,Entire home/apt,275,358,0.2,633
4901,Benjamin,2,Entire home/apt,119,0,0.18,119
4902,Adi,2,Entire home/apt,85,0,0.09,85
4904,Gabrielle,1,Private room,90,58,2.15,148
4905,Amy,2,Entire home/apt,135,191,0.9,326
4906,Megan,2,Private room,90,125,3.79,215
4907,Michael,2,Entire home/apt,150,0,0.08,150
4908,Shelley,2,Private room,38,253,1.3,291
4909,Mike,1,Entire home/apt,87,343,0.07,430
4910,Carrie,2,Entire home/apt,210,0,0.05,210
4911,Marissa,1,Private room,80,6,0.83,86
4912,Rhonda,2,Entire home/apt,250,323,0.39,573
4913,Ashley,1,Entire home/apt,175,0,0.31,175
4914,Brad,2,Private room,65,82,0.87,147
4915,Allie,1,Entire home/apt,140,0,0.81,140
4916,Christopher,1,Entire home/apt,129,64,0.28,193
4917,Jonathan,1,Entire home/apt,159,87,0.75,246
4919,Sean,1,Entire home/apt,249,332,0.74,581
4920,Velma,2,Entire home/apt,151,333,0.91,484
4921,Zaineb,2,Private room,79,308,1.19,387
4922,Fabi,2,Entire home/apt,125,0,0.22,125
4923,Kev,1,Entire home/apt,135,257,1.28,392
4924,Edward,1,Entire home/apt,151,46,0.1,197
4925,Josie,1,Entire home/apt,600,282,1.23,882
4926,Maximus,2,Entire home/apt,59,318,2.63,377
4927,Michael,1,Entire home/apt,273,91,1.41,364
4928,Andrew,1,Private room,70,80,0.82,150
4929,Gideon & Chantal,1,Private room,95,0,0.03,95
4930,Brendan,2,Entire home/apt,399,269,0.96,668
4931,Rylan,2,Private room,96,355,5.57,451
4932,Ricardo,1,Shared room,110,362,0.81,472
4934,Anthony,1,Private room,69,132,4.12,201
4935,Sigi,2,Private room,85,264,1.56,349
4936,Aurea,1,Entire home/apt,150,0,2.02,150
4937,Nevena,1,Entire home/apt,170,0,0.15,170
4938,Tommy,1,Entire home/apt,125,0,0.2,125
4939,Kent,1,Private room,130,0,3.17,130
4940,Allison,1,Entire home/apt,145,3,5.96,148
4941,Jack,2,Entire home/apt,500,282,2.34,782
4942,Brendan,1,Private room,95,0,2.78,95
4943,Cathleen,2,Entire home/apt,150,0,0.15,150
4945,Jillian,2,Private room,56,0,3.04,56
4946,Abby,2,Private room,60,0,0.02,60
4947,Esther,2,Entire home/apt,85,310,0.62,395
4948,Irene,1,Private room,80,0,0.05,80
4949,Kim,1,Private room,100,0,0.26,100
4950,Rony,2,Private room,54,0,0.05,54
4951,Fanny,2,Entire home/apt,113,191,0.63,304
4952,John,2,Entire home/apt,200,303,2.93,503
4953,Robert,1,Private room,75,0,0.1,75
4954,Kayvon,1,Shared room,200,365,0.53,565
4955,Ilona,2,Entire home/apt,110,220,0.07,330
4956,Shell,2,Entire home/apt,500,365,0.36,865
4958,Thomas,2,Entire home/apt,200,336,0.24,536
4959,Alberto,1,Private room,69,90,0.16,159
4960,Arianna,1,Entire home/apt,200,329,1.09,529
4961,Sigi,2,Entire home/apt,140,14,0.15,154
4962,Sue,2,Private room,45,281,0.64,326
4966,Michael,1,Entire home/apt,70,308,0.12,378
4967,Earle,1,Private room,200,304,1.06,504
4968,Deidre,1,Entire home/apt,308,0,0.15,308
4969,Gerald,1,Entire home/apt,270,0,0.21,270
4971,Theresa,1,Entire home/apt,365,28,1.02,393
4972,Brian & Arlette,2,Private room,99,248,1.39,347
4973,Oisin,1,Entire home/apt,175,255,0.27,430
4974,Fara,1,Entire home/apt,220,4,1.01,224
4975,Candy,1,Private room,80,314,0.05,394
4976,Valerie,2,Entire home/apt,230,0,0.15,230
4977,Telora,1,Private room,60,183,0.19,243
4978,Naz,1,Private room,120,0,0.03,120
4979,Tyler,2,Private room,45,31,0.81,76
4980,Francesco,1,Entire home/apt,100,12,0.83,112
4982,Domenick,2,Entire home/apt,100,0,1.11,100
4983,Crystal & John,1,Entire home/apt,230,0,0.49,230
4984,Sebastien,1,Entire home/apt,225,0,0.09,225
4985,Smith O'Brien,2,Entire home/apt,120,156,1.0,276
4986,Ken,2,Private room,99,365,0.17,464
4988,Erin,2,Entire home/apt,122,235,2.64,357
4989,Leslie,2,Entire home/apt,150,0,0.03,150
4990,Michael,1,Entire home/apt,140,186,4.95,326
4991,Elisa,1,Entire home/apt,150,0,0.3,150
4992,Chadanut,2,Private room,38,309,1.28,347
4993,Patrick,1,Entire home/apt,200,50,1.09,250
4994,Lanny,2,Private room,50,0,0.31,50
4995,Lilia,1,Private room,45,346,0.23,391
4996,Eric,2,Private room,90,0,0.02,90
4997,Sonya,3,Private room,85,0,0.04,85
4999,Adriana,3,Entire home/apt,108,328,1.35,436
5000,Olivia,2,Entire home/apt,129,204,0.25,333
5001,Annie And Joan,2,Entire home/apt,275,290,2.99,565
5002,Raanan,1,Entire home/apt,148,329,0.15,477
5004,Morgan,1,Entire home/apt,160,0,0.08,160
5005,Louis,2,Entire home/apt,130,309,2.48,439
5006,Richard,2,Private room,180,60,3.2,240
5007,Carli,1,Private room,50,0,0.23,50
5008,Sara,1,Private room,145,257,1.17,402
5009,Dave,1,Private room,94,0,0.28,94
5010,Danielle,1,Entire home/apt,180,0,0.41,180
5011,Masaki,1,Private room,80,0,0.07,80
5012,Rachel,2,Entire home/apt,97,0,0.25,97
5013,Maria,2,Entire home/apt,90,179,0.86,269
5014,Justa,2,Entire home/apt,70,1,0.94,71
5015,Jason,3,Entire home/apt,120,0,0.55,120
5016,Tomer,1,Entire home/apt,120,261,1.95,381
5018,Pedro Pablo,1,Private room,59,109,0.44,168
5019,Timothy,2,Private room,91,90,0.65,181
5020,Irma,3,Entire home/apt,184,143,2.46,327
5021,Joseph,2,Private room,45,0,0.26,45
5022,Marshall,1,Private room,150,344,2.44,494
5023,David,1,Entire home/apt,139,0,0.49,139
5024,Esther,1,Private room,65,290,0.92,355
5025,Darren,1,Private room,65,157,0.28,222
5026,Anna,2,Private room,150,0,0.26,150
5027,Eddie,3,Entire home/apt,115,0,0.08,115
5028,Justin,1,Entire home/apt,299,0,0.19,299
5029,Deanna,2,Entire home/apt,80,0,1.7,80
5030,Elma,2,Private room,80,364,1.5,444
5032,Alain,1,Private room,135,0,0.27,135
5033,Andy,2,Private room,80,227,2.07,307
5034,Sean,2,Private room,69,0,0.09,69
5035,Veronique Camille,1,Private room,75,352,0.04,427
5036,Allegra,2,Entire home/apt,94,0,0.52,94
5037,Valeria,2,Entire home/apt,192,8,0.14,200
5038,Veronique Camille,1,Private room,50,350,0.3,400
5039,Veronique Camille,1,Private room,58,331,0.04,389
5040,Jeanny,3,Entire home/apt,120,346,0.42,466
5041,Matthew,2,Private room,69,0,0.18,69
5042,Samita,3,Private room,50,0,0.03,50
5043,Neal,1,Entire home/apt,125,0,0.13,125
5044,Ota,2,Private room,50,88,0.23,138
5045,Joaquin,2,Private room,85,299,0.81,384
5046,Christopher,3,Private room,59,352,2.87,411
5047,AFI Apartments,1,Entire home/apt,130,308,0.08,438
5048,Karen,1,Entire home/apt,104,80,0.19,184
5049,Pao,3,Entire home/apt,95,332,0.16,427
5050,Veronique Camille,1,Entire home/apt,199,43,0.68,242
5051,Julio,4,Private room,105,365,0.14,470
5052,Lord Daniel,2,Private room,34,92,1.35,126
5053,Tina,2,Entire home/apt,120,0,0.22,120
5054,Aldo,4,Entire home/apt,87,0,0.28,87
5055,Louann,3,Entire home/apt,125,158,0.5,283
5056,Andrew,2,Entire home/apt,170,0,0.69,170
5057,Grace,1,Entire home/apt,250,0,0.06,250
5058,Dan,1,Private room,55,0,0.05,55
5059,Beatriz,3,Private room,80,253,0.97,333
5060,Pao,3,Entire home/apt,95,332,0.28,427
5061,Patricia,1,Private room,150,273,1.27,423
5062,Dexter,2,Entire home/apt,140,192,0.6,332
5063,Kini,2,Entire home/apt,150,242,1.96,392
5064,Yana,1,Entire home/apt,159,0,0.02,159
5065,Michael,1,Entire home/apt,95,245,0.23,340
5066,Vida,2,Entire home/apt,159,365,0.08,524
5067,Melissa,2,Private room,65,0,0.3,65
5068,Karina,2,Entire home/apt,100,0,2.52,100
5069,Andra,1,Private room,85,0,0.2,85
5070,Shawna,2,Entire home/apt,175,2,0.43,177
5071,Brett,2,Entire home/apt,175,0,0.07,175
5072,Olga,2,Entire home/apt,260,363,0.05,623
5073,Katya,2,Entire home/apt,80,19,0.4,99
5074,Seun And Marie,2,Private room,69,66,0.95,135
5075,Isaiah,2,Entire home/apt,100,89,0.6,189
5076,Danica,3,Private room,85,84,0.51,169
5077,Anna,2,Entire home/apt,95,0,0.03,95
5078,Host,1,Entire home/apt,160,333,0.25,493
5079,Josh,2,Private room,49,0,0.1,49
5080,Jillian,2,Private room,65,0,0.88,65
5081,Host,1,Entire home/apt,150,331,0.03,481
5082,Mike,1,Entire home/apt,115,342,0.06,457
5083,Haya,3,Private room,113,365,0.74,478
5084,Mike,1,Entire home/apt,110,323,0.18,433
5085,Susan,1,Private room,75,0,0.23,75
5086,Francesco,1,Entire home/apt,250,0,0.04,250
5087,Sharon,4,Private room,50,0,0.55,50
5088,Frank,2,Entire home/apt,81,318,1.67,399
5089,Marco,1,Private room,69,129,2.88,198
5090,Maggie,2,Private room,125,0,0.03,125
5091,Caitlin,2,Private room,65,0,0.03,65
5093,Jeremy & Laura,1,Entire home/apt,175,281,0.06,456
5094,Maia,2,Private room,49,362,0.54,411
5095,Brooke,1,Entire home/apt,191,55,0.88,246
5097,Ryan,1,Entire home/apt,250,0,0.11,250
5098,Adam,2,Entire home/apt,216,295,3.89,511
5100,Qian,2,Private room,119,0,0.72,119
5101,AFI Apartments,1,Entire home/apt,118,341,0.08,459
5102,Alicia,1,Private room,95,355,1.65,450
5103,Tim,2,Entire home/apt,110,12,0.57,122
5104,Robert,2,Entire home/apt,170,302,2.55,472
5105,Amanda,1,Entire home/apt,99,0,0.15,99
5106,Benjamin,2,Entire home/apt,172,342,0.16,514
5107,Victoria,3,Private room,75,0,0.06,75
5108,Normandy,2,Private room,50,0,0.79,50
5109,Drew & Kristen,2,Private room,77,365,2.42,442
5110,Douglas,2,Entire home/apt,125,32,0.41,157
5111,Pamela,3,Private room,75,348,1.89,423
5112,Joshua,1,Entire home/apt,350,0,0.35,350
5113,Sue,2,Private room,55,261,0.46,316
5114,Linda Green And Norga,2,Entire home/apt,99,321,3.61,420
5115,G,2,Entire home/apt,545,227,0.12,772
5116,Carrie,1,Private room,70,244,4.67,314
5118,Suzanne,2,Entire home/apt,150,0,0.03,150
5119,Natsuko,2,Private room,55,19,0.41,74
5120,Amanda,2,Entire home/apt,100,0,0.87,100
5121,Nicole,2,Entire home/apt,100,0,0.12,100
5122,Nick,2,Entire home/apt,95,226,2.18,321
5124,Luci,1,Entire home/apt,200,2,0.45,202
5125,Alex,1,Entire home/apt,190,0,0.33,190
5126,Emily,2,Private room,65,0,0.06,65
5127,Andriana,2,Entire home/apt,400,300,2.05,700
5128,Julienne,2,Entire home/apt,95,0,0.21,95
5129,Gary,1,Entire home/apt,197,166,3.46,363
5130,Alexandra,2,Entire home/apt,395,9,0.34,404
5131,Arleta,2,Private room,100,365,0.04,465
5132,Ian & Sady,2,Entire home/apt,200,0,0.1,200
5133,Catherine,2,Entire home/apt,165,0,0.1,165
5134,Corey,2,Entire home/apt,145,0,0.07,145
5135,Kevin,2,Entire home/apt,75,174,2.27,249
5136,Jed,1,Entire home/apt,180,25,1.22,205
5137,Jime,1,Private room,73,153,0.8,226
5138,Jime,1,Private room,87,132,1.01,219
5139,Jime,1,Private room,74,169,1.0,243
5140,Rose,2,Private room,65,0,0.12,65
5141,Dawnie,1,Entire home/apt,199,37,1.06,236
5142,Barbara,2,Private room,65,0,0.03,65
5143,Alexandra,1,Entire home/apt,160,0,0.09,160
5144,Rob,2,Private room,175,0,0.1,175
5146,Host,1,Entire home/apt,195,331,0.14,526
5147,Terry,2,Private room,99,365,0.7,464
5148,Ellen,2,Entire home/apt,175,171,2.03,346
5150,Alix,2,Entire home/apt,99,66,0.28,165
5151,Nathalie,1,Private room,100,0,0.16,100
5152,Abigail,2,Entire home/apt,199,0,0.3,199
5153,Mitch,2,Entire home/apt,199,23,2.12,222
5154,Steven,3,Entire home/apt,100,319,1.21,419
5155,Alia,3,Shared room,45,38,1.6,83
5156,Saint,1,Private room,72,219,3.41,291
5157,Walt,1,Entire home/apt,129,179,2.99,308
5158,"Erin, Avi, Kaleb & Shiloh",2,Entire home/apt,100,317,2.81,417
5159,Natalie,2,Entire home/apt,85,0,0.03,85
5160,Jason,2,Private room,70,0,0.03,70
5161,Amanda Reil,2,Entire home/apt,100,0,0.09,100
5162,Emily,2,Entire home/apt,160,0,0.02,160
5163,John,1,Entire home/apt,185,365,0.02,550
5164,Jennifer,2,Entire home/apt,162,0,0.23,162
5165,Claudiu,3,Private room,80,0,0.03,80
5167,Amanda,2,Private room,45,247,0.31,292
5168,Vida,2,Entire home/apt,129,188,0.12,317
5169,Mohini,2,Private room,55,0,0.02,55
5170,Carly,2,Private room,68,14,0.26,82
5171,Elliot,2,Entire home/apt,120,0,0.02,120
5172,Juliana,2,Private room,55,0,1.09,55
5174,Jaime,2,Private room,50,0,0.03,50
5175,Chaim,2,Entire home/apt,150,0,0.12,150
5176,John,2,Entire home/apt,140,252,0.38,392
5177,Nina,1,Entire home/apt,136,220,0.17,356
5179,Samuel,1,Private room,125,9,2.25,134
5181,Jime,1,Private room,82,138,0.94,220
5182,Nataly,1,Entire home/apt,150,0,0.05,150
5183,Gemma,2,Entire home/apt,90,0,0.42,90
5184,Melissa,2,Entire home/apt,117,6,1.77,123
5185,Jime,1,Private room,71,156,1.03,227
5186,Andrew,1,Entire home/apt,390,9,0.17,399
5187,Meghan,5,Private room,58,279,2.1,337
5188,Nayoung,3,Private room,50,0,0.05,50
5189,Debbie,2,Entire home/apt,150,0,0.17,150
5190,Tessa,2,Private room,150,0,0.19,150
5191,Liz And Melissa,1,Private room,80,121,0.8,201
5192,Sofia,2,Private room,115,8,1.31,123
5194,Mike,1,Entire home/apt,95,336,0.22,431
5195,Ed,2,Private room,85,0,0.05,85
5196,Elito,2,Entire home/apt,180,291,1.31,471
5197,Elliot,1,Entire home/apt,149,0,0.17,149
5198,Jupira,1,Entire home/apt,200,0,0.34,200
5199,Lola,1,Private room,69,285,2.98,354
5200,Ms. Yvonne,1,Private room,85,198,0.44,283
5201,O.D.,2,Entire home/apt,117,280,1.39,397
5202,Nancy,1,Entire home/apt,219,122,1.15,341
5203,Sylvia,3,Entire home/apt,100,216,2.43,316
5204,Donna,2,Entire home/apt,320,242,0.71,562
5205,Anthony,1,Private room,95,335,0.91,430
5206,Julie,2,Private room,110,345,0.32,455
5207,Pierre,1,Entire home/apt,105,60,0.04,165
5208,Michael,2,Entire home/apt,134,32,0.89,166
5209,Neysa,2,Private room,45,90,0.26,135
5210,Tony,1,Entire home/apt,200,166,0.05,366
5211,Josh,1,Private room,110,80,1.33,190
5212,Tae,1,Entire home/apt,150,283,1.23,433
5213,Carmia And Joe,2,Entire home/apt,149,255,3.9,404
5214,Trish,1,Private room,85,329,0.91,414
5215,Carolina,2,Entire home/apt,200,0,0.09,200
5216,Ehsan,3,Entire home/apt,170,355,1.96,525
5217,Melody,4,Private room,40,343,1.0,383
5219,Yevgeny,1,Private room,95,254,6.51,349
5220,Edward,1,Private room,95,266,1.12,361
5221,Schatzie,1,Private room,350,0,0.2,350
5222,Ella,2,Entire home/apt,165,297,2.97,462
5223,Liz,2,Entire home/apt,120,13,0.51,133
5224,Julian,1,Private room,130,0,0.38,130
5225,Paris,2,Private room,40,335,0.16,375
5226,Anthony/Joanne,2,Entire home/apt,130,206,2.27,336
5227,Laurent,1,Entire home/apt,120,245,1.37,365
5228,Madeline,2,Entire home/apt,90,0,0.68,90
5229,Carlton,2,Private room,120,328,1.6,448
5230,Gina,1,Shared room,115,365,0.27,480
5231,Eilon,1,Entire home/apt,150,0,0.02,150
5232,Ali,1,Private room,170,364,0.4,534
5233,Andrew,2,Entire home/apt,124,238,1.45,362
5234,Ofer,1,Entire home/apt,104,101,0.28,205
5235,Ofer,1,Entire home/apt,99,135,0.24,234
5237,Benjamin,2,Entire home/apt,158,278,0.1,436
5240,Tim,2,Entire home/apt,115,0,0.03,115
5241,Anne,4,Private room,55,19,4.63,74
5242,Tamara,1,Private room,72,153,2.72,225
5243,Host,1,Entire home/apt,170,252,0.22,422
5244,Vernon,2,Entire home/apt,150,280,0.27,430
5245,Emilie,1,Private room,39,233,1.18,272
5246,Pamela,3,Private room,49,1,1.53,50
5247,Petya,3,Private room,39,318,0.16,357
5248,Marina,1,Entire home/apt,200,336,1.33,536
5249,Gage,2,Entire home/apt,185,0,0.2,185
5250,Leena,1,Entire home/apt,200,35,0.29,235
5251,Emma,2,Private room,110,0,0.02,110
5252,Tracey,2,Entire home/apt,275,0,0.07,275
5253,Martin,2,Private room,105,59,6.23,164
5254,Zev,1,Entire home/apt,260,232,5.04,492
5255,Scottie,2,Entire home/apt,175,0,0.07,175
5256,Marie Yves,2,Entire home/apt,90,295,1.66,385
5257,Jonathan,2,Entire home/apt,125,0,0.02,125
5258,Jay,3,Entire home/apt,239,355,0.45,594
5259,Annie,1,Entire home/apt,195,10,0.52,205
5260,Chandra,4,Private room,53,44,5.46,97
5261,Jeevan,1,Private room,99,4,2.84,103
5263,Silvia,1,Entire home/apt,130,13,0.07,143
5264,Brian,1,Entire home/apt,325,0,0.16,325
5265,Cathy,2,Entire home/apt,135,35,4.37,170
5266,Morgan,2,Private room,85,3,3.5,88
5267,Atlantis & Carmen,1,Private room,68,87,2.85,155
5268,Kay,3,Private room,45,0,0.02,45
5269,Mike,1,Entire home/apt,87,365,0.11,452
5270,Isa,2,Private room,89,188,1.44,277
5271,Samantha,2,Entire home/apt,150,308,3.42,458
5272,Andre,1,Entire home/apt,124,0,0.17,124
5274,Ruth,3,Private room,125,332,2.17,457
5275,Ruth,3,Private room,145,358,1.27,503
5277,Eugene,2,Private room,75,0,0.04,75
5278,Mike,1,Entire home/apt,87,340,0.12,427
